# Constructed from biom file
#OTU ID	Cactaceae	Amaranthaceae	Capparaceae	Chenopodiaceae	Poaceae
00c8176b99cbfe0ef5fc22825d1f8097	189.0	0.0	0.0	0.0	0.0
00c86dd77a9e999da7da1f957ea859cc	17.0	0.0	0.0	0.0	0.0
00cd315af0ff588e085869ffe3cef0f9	76.0	0.0	0.0	0.0	0.0
00cdb6245fa57bade37133914674d7c9	103.0	0.0	0.0	0.0	0.0
00ce947dc38422d9714e1163856474d5	0.0	92.0	0.0	0.0	0.0
00d6d2aa58980e97f43a0e3a7452c59c	105.0	0.0	0.0	0.0	0.0
00d81c4c59e4b0ded534bb134ed03088	10.0	0.0	0.0	0.0	0.0
00db2d338b07532430939e1604ccf8b3	27.0	0.0	0.0	0.0	0.0
00dd1b92a13a6aa2e6f5bdd3f27bac35	8.0	0.0	0.0	0.0	0.0
00de11a017ca1d9e2040cbc0dd6b3108	50.0	0.0	0.0	0.0	0.0
00e4ec45bbd180bf49ad6cf04e6d4d44	94.0	0.0	0.0	0.0	0.0
00e7349ec13a9d298247d43cc885b45d	313.0	0.0	0.0	0.0	0.0
00e82743c425f854de5ca4cf6704742a	12.0	0.0	0.0	0.0	0.0
00eeeb66473443f9ab545004c745c3a7	38.0	0.0	0.0	0.0	0.0
00f8122f7f1758ed0081dd2b3ca6f596	0.0	304.0	0.0	0.0	0.0
00f9c440249c809f166bd3b2cc244510	0.0	52.0	0.0	0.0	0.0
00fdbabc6d1e07254892f04f717aaad6	35.0	0.0	0.0	0.0	0.0
00fe396322707d9b4ae5f3c4e9c8a2fa	0.0	10.0	0.0	0.0	0.0
00feea5f210fa8749931916e6961b9b0	11.0	0.0	0.0	0.0	0.0
00ff75d7ad5100d458c8e82b7526ec41	4.0	0.0	0.0	0.0	0.0
01032605b5b0bf52908e7b951d14e891	304.0	0.0	0.0	0.0	0.0
01045ec2ae2e16b9dfa77963f5db7164	10.0	0.0	0.0	0.0	0.0
0108856b50295c3f5f1b0e6710e2fb83	0.0	10.0	0.0	0.0	0.0
010f2599f188793e1a33d127a2fa0d8c	50.0	0.0	0.0	0.0	0.0
0111a46961bc89ebafb189891411e56a	6.0	0.0	0.0	0.0	0.0
011244daa2746a38c291993ad3e0c39c	88.0	0.0	0.0	0.0	0.0
011595ad5d937af5328894e61c81f04e	95.0	0.0	0.0	0.0	0.0
0118ff84051b6535271fdce79ce33ebf	16.0	0.0	0.0	0.0	0.0
0122087e3630201fda04a72684a9e038	52.0	0.0	0.0	0.0	0.0
012b7bcb36d562b03eb2ad9563911661	272.0	0.0	0.0	0.0	0.0
012c8d1e79a8a592d021fba7375d0567	0.0	186.0	0.0	0.0	0.0
012df54c68c071fcf3eb19ea109b58ac	3.0	0.0	0.0	0.0	0.0
01313e391e11319ade82f2826c18a0de	2.0	0.0	0.0	0.0	0.0
01321228badc791a3331b92f809b93b6	17.0	0.0	0.0	0.0	0.0
01326924578cd665e78f06f69a760d2a	0.0	145.0	0.0	0.0	0.0
0133f01a5f75db94fa77c7c96fbfec7d	319.0	0.0	0.0	0.0	0.0
013578e12cbff8f41948e6b81a5c4f71	0.0	3.0	0.0	0.0	0.0
013a7342c68b3e08b9425f4744d03586	26.0	0.0	0.0	0.0	0.0
013efaab2bce1c2daae9ca4373c8b928	30.0	0.0	0.0	0.0	0.0
0146b692dbc1c2c626afc35c42a1329c	23.0	0.0	0.0	0.0	0.0
014baf705e21915de6c8d5a3f9754732	3.0	0.0	0.0	0.0	0.0
014c89c35e3713ac4e49a53f1d28359f	0.0	19.0	0.0	0.0	0.0
014ec8647c066862b50631d2edb30033	0.0	15.0	0.0	0.0	0.0
01501eb42249ce99bd405ede63ae4ba4	0.0	51.0	0.0	0.0	0.0
01504e5ab6bc07b0d2202407559c939b	13.0	0.0	0.0	0.0	0.0
0157087313b89cfa5c67f19dbf628e52	5.0	0.0	0.0	0.0	0.0
0157d69ca2f6c31a0373d2dedd36842e	14.0	0.0	0.0	0.0	0.0
0158b51b79e7941f234082d2e12e571a	2.0	0.0	0.0	0.0	0.0
0158bb5b9e0bbdc9fb24a8dc0f032df3	5.0	0.0	0.0	0.0	0.0
015ac20fc9b892a40a33844a7e03dc90	6.0	0.0	0.0	0.0	0.0
015c0687154e537a799bf0a4c3569b0c	5.0	0.0	0.0	0.0	0.0
015e95821e5e8fa9ac5c03f24970e564	7.0	0.0	0.0	0.0	0.0
0160d82a2314887e79e0e3247243c011	654.0	0.0	0.0	0.0	0.0
016197346588ac60e1d73bf1bae843f4	18.0	0.0	0.0	0.0	0.0
0161e17ab901d83bc71c7e41915dc50f	1699.0	0.0	0.0	0.0	0.0
016addb9d7b64836cc1a99d12534dda9	15.0	0.0	0.0	0.0	0.0
016e68fdc0a0b70072fa7c27b1473b3f	0.0	10.0	0.0	0.0	0.0
0170dccd7e490ae8f89611004c8a7de5	17.0	0.0	0.0	0.0	0.0
01719b642b7d2082e35db5109e704b09	0.0	9.0	0.0	0.0	0.0
0172e9423797dec3c85803af21e13d9f	0.0	3.0	0.0	0.0	0.0
017343bd4fd9a478012d2cf2a7c60545	0.0	14.0	0.0	0.0	0.0
0173784fa218b33fc1ffbda9ac0ad8da	15.0	0.0	0.0	0.0	0.0
0175c8877cef5dd4045acc6230d9046a	0.0	10.0	0.0	0.0	0.0
017875219c188fcd4457b19377cb7448	19.0	0.0	0.0	0.0	0.0
017984520f5281b70fe9865671b15038	10.0	0.0	0.0	0.0	0.0
01813146fa4c94b7dd5f1cab8910355f	13.0	0.0	0.0	0.0	0.0
01814cb76e1cb680c411c98b9c4a3db5	85.0	0.0	0.0	0.0	0.0
0182955dc07d9f34ba8c0869d11d4fa0	0.0	61.0	0.0	0.0	0.0
01835cd4b88d81629c7a16d413ae3ec0	8.0	0.0	0.0	0.0	0.0
01859b1547322584d612953a8858657d	4.0	0.0	0.0	0.0	0.0
01872ecaba3c2ce6fac710eeb82c4af3	951.0	0.0	0.0	0.0	0.0
01872fc3e57a4609a792fc82456b7e4b	119.0	0.0	0.0	0.0	0.0
01886b3e67418bb4ac6cd790ae5570c1	0.0	19.0	0.0	0.0	0.0
018a429fb54c3058c72e7a269f0e8bcd	0.0	10.0	0.0	0.0	0.0
018a4fc9eb8ed3b024fc890aa834f8df	25.0	0.0	0.0	0.0	0.0
018e00891ae1dd9c89ea027003479fa9	0.0	409.0	0.0	0.0	0.0
018fe69ce0503473c57278075e9e1d4a	111.0	0.0	0.0	0.0	0.0
0190a3a7542342deadaeb7eeee40b1cc	5.0	0.0	0.0	0.0	0.0
01926b9b2675dfcbb3a9855e5b84f0bf	19.0	0.0	0.0	0.0	0.0
0194a21f2d774dc33d01a8e391182987	74.0	0.0	0.0	0.0	0.0
0195fb9f53651f23fd722301327acb98	0.0	34.0	0.0	0.0	0.0
01964877cd55530cbc5427cd13547775	36.0	0.0	0.0	0.0	0.0
0197408d8f8ec7da192d58144926ee87	472.0	0.0	0.0	0.0	0.0
0197a3bceec4d194902a727800fd689e	11.0	0.0	0.0	0.0	0.0
0198413fdb696f65be7aac021128da86	9.0	0.0	0.0	0.0	0.0
019948721c82a48f6f20c09e4ffdf3b7	125.0	0.0	0.0	0.0	0.0
0199f02b578078224a2f63960b07a756	0.0	3.0	0.0	0.0	0.0
019ac5fde87777c083031bcd9086808a	95.0	0.0	0.0	0.0	0.0
019f5e6c2056d71cf44db4ce88500488	0.0	0.0	0.0	0.0	33.0
01a6c4c469bbd153fa1b52de3f71ef99	14.0	0.0	0.0	0.0	0.0
01aae76104d0fe157fbb628a566b5daf	2.0	0.0	0.0	0.0	0.0
01adab085c977cc8f5ec71f58f4cadcb	27.0	0.0	0.0	0.0	0.0
01af1322dcfc91318c7977a83cc09a3a	0.0	13.0	0.0	0.0	0.0
01af308f20cd096107edc6aeae4d9235	2.0	0.0	0.0	0.0	0.0
01b043b92683cf65ff6f9163d45c63e2	0.0	18.0	0.0	0.0	0.0
01b10a3fd9eef554f9109041eb036a76	96.0	0.0	0.0	0.0	0.0
01bc42b8b66a90aaef2249e7ec105bf0	0.0	85.0	0.0	0.0	0.0
01bd8c0387f2b48bb3257726420234a1	13.0	0.0	0.0	0.0	0.0
01beb77d5d1d7bb07dba8431895c0eeb	0.0	14.0	0.0	0.0	0.0
01c33d8e117bb219e7bc18ec4ac8ce94	170.0	0.0	0.0	0.0	0.0
01c3a217282bd52278ef0062829a4a3f	2.0	0.0	0.0	0.0	0.0
01c4c0cdb3aca25dc278dca61ce6a2bc	0.0	11.0	0.0	0.0	0.0
01c4fd1dd9dbdfe17c6678c4e6606ae3	0.0	456.0	0.0	0.0	0.0
01c5d861e4924dbb422d468cb21d7d32	3.0	0.0	0.0	0.0	0.0
01c72082279160912cfceabcee0eafa2	0.0	22.0	0.0	0.0	0.0
01c8c3fc0b691ffb245d9602e30d383e	27.0	0.0	0.0	0.0	0.0
01c8d3b21a8547dd58cf25790f9eb803	7.0	0.0	0.0	0.0	0.0
01ce4395574c97a7679285377e462400	16.0	0.0	0.0	0.0	0.0
01cff879a5ffd8d69d7e0e47ba792291	59.0	0.0	0.0	0.0	0.0
01d0146c1d063a262c8bd611652449d9	232.0	0.0	0.0	0.0	0.0
01d2017300810c67cd0f128dc8cf400e	0.0	10.0	0.0	0.0	0.0
01d31a90557d75dda6d5e8176e33a6aa	84.0	0.0	0.0	0.0	0.0
01d36b3079fbb6117f94696037ec1884	30.0	0.0	0.0	0.0	0.0
01d52bd9cd8a1036511fd73b19732592	8.0	0.0	0.0	0.0	0.0
01d6ebe32a1f78f8236ab9d1eb0b648b	9.0	0.0	0.0	0.0	0.0
01dd732bd608254d0df871f75a9ab81c	4.0	0.0	0.0	0.0	0.0
01dedc663246240ed4f764e7dfc55aab	10.0	0.0	0.0	0.0	0.0
01e15f0a03d629c97a9003dbf2c132f1	17.0	0.0	0.0	0.0	0.0
01e57ee978c0166f14b9c30f5945d062	0.0	90.0	0.0	0.0	0.0
01e8982b3579f147f1e53e90c63d0824	31.0	0.0	0.0	0.0	0.0
01e981ca23617269ea8bb01b8c7bf0aa	30.0	0.0	0.0	0.0	0.0
01eb3004c4b7214edbe8c3836bf3148e	229.0	0.0	0.0	0.0	0.0
01ebd2d9fda7df16498b6783cf963de9	6.0	0.0	0.0	0.0	0.0
01ec1b287137b69b2b711bb91b20a922	13.0	0.0	0.0	0.0	0.0
01f497c84db4aaa09f486f727b426ff7	0.0	7.0	0.0	0.0	0.0
01f5098ea9482fb25160cffd5b0a4dce	51.0	0.0	0.0	0.0	0.0
01f6bba24ee113e681e11bd0af0634bc	0.0	15.0	0.0	0.0	0.0
01f71b7386d0c6d4b7b7d203a7aab36b	58.0	0.0	0.0	0.0	0.0
01f93a621b0deea7c044bfaf8ac639d1	15.0	0.0	0.0	0.0	0.0
01fc3ed98ecf0f88ba78604a33c18654	14.0	0.0	0.0	0.0	0.0
02026c103d96ea2becf7346b647ed099	7.0	0.0	0.0	0.0	0.0
020361530256783de4d67df367476ade	64.0	0.0	0.0	0.0	0.0
0203945f5ba27fa7eda83b69008d3269	27.0	0.0	0.0	0.0	0.0
02048eebd2f91a6441c709eb95b8bdff	403.0	0.0	0.0	0.0	0.0
02063ab2d40969acb416a471e946dde1	823.0	0.0	0.0	0.0	0.0
02076f25d2069ed8741d2e48421482be	25.0	0.0	0.0	0.0	0.0
0207e6293efb0f09fd78dd80740a3db9	0.0	5.0	0.0	0.0	0.0
02087cb30f206620ebc10aa6c52cc7eb	0.0	8.0	0.0	0.0	0.0
020e7ffc1af648faf15e981bb1f10aef	278.0	0.0	0.0	0.0	0.0
020ff0583cab338a7a9ae3870610e465	0.0	7.0	0.0	0.0	0.0
02102d0bdda5a2465537eed2add59b13	90.0	0.0	0.0	0.0	0.0
0218a1d3753405f68c2e1205c7edc08d	18.0	0.0	0.0	0.0	0.0
021a2955dc5bc8316dc0f8a029c6973b	0.0	3.0	0.0	0.0	0.0
021ba58eee8c116106e94c1db4426954	167.0	0.0	0.0	0.0	0.0
021baba62aa1c9dce873078efb2c415e	251.0	0.0	0.0	0.0	0.0
021d83abd226af12bf2390547dec0be8	13.0	0.0	0.0	0.0	0.0
0222416dc68556dfd37ee6e5c08cc1cb	0.0	154.0	0.0	0.0	0.0
02231f7b68541dd4995341e2c381d949	11.0	0.0	0.0	0.0	0.0
0225c3feaad0f2b6e3c1c1ce37bd607e	0.0	27.0	0.0	0.0	0.0
0226dd58a887cca6c93d9148446acacd	0.0	59.0	0.0	0.0	0.0
022ac556635cb9de2c50a8386e9ec46d	0.0	128.0	0.0	0.0	0.0
023318755bf983662d3d8aae9d40b1cc	31.0	0.0	0.0	0.0	0.0
023457a793c1c3a546e560bc0cc6ec93	0.0	12.0	0.0	0.0	0.0
0235efbf2fa2cb1c8e7eb3ace150557d	8.0	0.0	0.0	0.0	0.0
023ca23d59cdaf58a5518d63e0615952	9.0	0.0	0.0	0.0	0.0
023fb872c38b2633b8c94579a6229070	111.0	0.0	0.0	0.0	0.0
023fdf2c6aa27621a60c276c16d0aa2d	13.0	0.0	0.0	0.0	0.0
024094d3b9b2be82ab28069d12521952	7.0	0.0	0.0	0.0	0.0
024346db4fcad3c5e0f5d168d9b238d1	119.0	0.0	0.0	0.0	0.0
0243523cbcafa7502505029894541977	8.0	0.0	0.0	0.0	0.0
02464ccc06a8dd66dc15daab1f705265	190.0	0.0	0.0	0.0	0.0
024d1b5cbe7ac35b2754d2f0edeaab90	0.0	989.0	0.0	0.0	0.0
024e4859cb118b96c604e84cfad307f7	16.0	0.0	0.0	0.0	0.0
025005954d0511cd119fa1a475964afe	0.0	19.0	0.0	0.0	0.0
0252195467504d7898f48ada9123dbeb	83.0	0.0	0.0	0.0	0.0
025362b2469785e8d81a14d3c699dfcd	0.0	14.0	0.0	0.0	0.0
0259165d348ac20dcc0fc076fdadd2ab	121.0	0.0	0.0	0.0	0.0
025c1ca6f5d72f4235004dc7a116b97f	10.0	0.0	0.0	0.0	0.0
02601abd50a99830eaf0c22039638eb3	6.0	0.0	0.0	0.0	0.0
0263e362a8bbb2d96f38c3eb79e83b96	246.0	0.0	0.0	0.0	0.0
0265c25e4713f2a38615849e11ef44eb	30.0	0.0	0.0	0.0	0.0
0266026cd89f0d32f8b576c920c49b8a	0.0	10.0	0.0	0.0	0.0
0266f21bb20dd81f4a48405cd0827746	4.0	0.0	0.0	0.0	0.0
026723cd66ed7bd69ac4ba0156f568d1	37.0	0.0	0.0	0.0	0.0
026ddd1fda089421f3be1496838b6122	107.0	0.0	0.0	0.0	0.0
0272ff80bc457ddc7a3095d49a9efe1d	27.0	0.0	0.0	0.0	0.0
02755fcbc8d8defc7dae0029bde613ae	10.0	0.0	0.0	0.0	0.0
027734fa277ae417ba54a28cad76b79f	375.0	0.0	0.0	0.0	0.0
0277616624485d318a40424b1c70a190	121.0	0.0	0.0	0.0	0.0
0277e1d28be616d794c579ccc3dd6206	173.0	0.0	0.0	0.0	0.0
027a3b41c8b85111b136d7ad51d9cd8d	4.0	0.0	0.0	0.0	0.0
027ef036426a7726704442df3df7dc4a	59.0	0.0	0.0	0.0	0.0
028ae60d2f2ab21c501e24d64e6ee7c4	42.0	0.0	0.0	0.0	0.0
028b5b3c9843de0338356ad810433553	52.0	0.0	0.0	0.0	0.0
029038ff8cc6cd9496efd87a9d651f0f	240.0	0.0	0.0	0.0	0.0
0291de70c79feba90aa14c657e289118	0.0	33.0	0.0	0.0	0.0
0292824314ce1e0f1bbb5b539e6de7ca	19.0	0.0	0.0	0.0	0.0
0293f2672bfbdba327a56431e0d2fd0b	10.0	0.0	0.0	0.0	0.0
0297b9024419eb8f3ee7e66b0957bc59	20.0	0.0	0.0	0.0	0.0
029a8c9f9cb548792bf0f0c0b3d213a4	26.0	0.0	0.0	0.0	0.0
029b79f6c7ee8aaa9e3424c37decb955	0.0	14.0	0.0	0.0	0.0
029c18e64169e566ddbf33a1bc232db0	11.0	0.0	0.0	0.0	0.0
02a36af595963d2f2f15c7465f382827	0.0	6.0	0.0	0.0	0.0
02a4b719a29094912f1b975fb4800ef1	19.0	0.0	0.0	0.0	0.0
02a6698c6e5eb6081d8156c6b38562f5	16.0	0.0	0.0	0.0	0.0
02ae838a58ebe7bebbc7b5df43f6cd93	60.0	0.0	0.0	0.0	0.0
02b08934cc6515cbe91cfa61bdcf762d	0.0	153.0	0.0	0.0	0.0
02b095542f6acde048c92fb6e59b5067	8.0	0.0	0.0	0.0	0.0
02b124bb61f71cc3b1193be29e306467	73.0	0.0	0.0	0.0	0.0
02b27b0969283c5a41e0bb58d3b59f7d	0.0	27.0	0.0	0.0	0.0
02b6a5064943881b95cc21bdc39a358e	9.0	0.0	0.0	0.0	0.0
02b80b8677b4786514d899e66aa841bd	5.0	0.0	0.0	0.0	0.0
02bc28f191042333ed94c3931afbf612	30.0	0.0	0.0	0.0	0.0
02bc45123846560737c3c230730f71ad	0.0	5.0	0.0	0.0	0.0
02c0d6eebaec42f42b1b0a5eacd80571	0.0	10.0	0.0	0.0	0.0
02c14e4551f25f112ff37e9d5825e145	9.0	0.0	0.0	0.0	0.0
02c170bf511f450acc5f79f923932e73	0.0	18.0	0.0	0.0	0.0
02cb9a4675b3d12273a53eb2a79f8f01	17.0	0.0	0.0	0.0	0.0
02d1129b236f703972ed70a6deb66d20	22.0	0.0	0.0	0.0	0.0
02d32f036b7dfca76dd5b8f462e28c71	74.0	0.0	0.0	0.0	0.0
02d65bba8c94ee92708adbbc4960df05	2.0	0.0	0.0	0.0	0.0
02d75bf55eb22678650a84e58dbd004b	0.0	10.0	0.0	0.0	0.0
02d81b583c23cda73476b7afe03b1bbd	0.0	62.0	0.0	0.0	0.0
02d94fb9cc224daabdffe9e026a1f7af	13.0	0.0	0.0	0.0	0.0
02daecd895859fd127c59be5c5988c50	3.0	0.0	0.0	0.0	0.0
02ddaed3d519f664f0693d1c766610d0	45.0	0.0	0.0	0.0	0.0
02df3162bd607f2d26d8974677424572	0.0	44.0	0.0	0.0	0.0
02df73da1e2b4d57c38a0f47fd711b94	0.0	48.0	0.0	0.0	0.0
02e62c7305bd12e63db99c432e5075bb	19.0	0.0	0.0	0.0	0.0
02e8b998347e38905aa07b7254ee332b	19.0	0.0	0.0	0.0	0.0
02e9972972ac390d855c0f8428fd92da	2.0	0.0	0.0	0.0	0.0
02e9e6cf39dcfa9b96288d1553f7e175	25.0	0.0	0.0	0.0	0.0
02eeeedebb1f0e746691424615573348	15.0	0.0	0.0	0.0	0.0
02f1de77a2275c81f91ddf8de1171d4d	24.0	0.0	0.0	0.0	0.0
02f23bb45aaa9a2aa69ee6cb24de4379	0.0	38.0	0.0	0.0	0.0
02f4508fad32fc38e5c9262c715d0fff	4.0	0.0	0.0	0.0	0.0
02fa7d8849d0cb49a90528dbba971f51	0.0	67.0	0.0	0.0	0.0
02fbc19e41fa29fb9993b651440c11af	2.0	0.0	0.0	0.0	0.0
02fc3f995b794cec3804d3c0ac2b191b	0.0	2.0	0.0	0.0	0.0
0301102bc406c35d69070cb2dacaf773	4.0	0.0	0.0	0.0	0.0
0305a2fe4f06635d4518636451034bfe	39.0	0.0	0.0	0.0	0.0
030b0e9856e5f235b03d159d0722c3e4	0.0	10.0	0.0	0.0	0.0
030b985bdc97c919538c49beb572f787	0.0	5.0	0.0	0.0	0.0
030da7cbb06ffcfedd9b2f74d64f60cf	6.0	0.0	0.0	0.0	0.0
030f7779430f27ac9a2dcfa42bf3b080	0.0	25.0	0.0	0.0	0.0
0312baa71336633b097bcac2ca2a5da3	5.0	0.0	0.0	0.0	0.0
031529146fb016d36b60fbdb4fe154a4	16.0	0.0	0.0	0.0	0.0
03175c5764c2d2bf44b980526688baa9	22.0	0.0	0.0	0.0	0.0
031a18b3764e3e9f760f88391d7bde43	8.0	0.0	0.0	0.0	0.0
031bddb810e8f7f54b0a30c0bb9966cd	242.0	0.0	0.0	0.0	0.0
031c4eedbade46e6f1fa6a8eeab7764c	14.0	0.0	0.0	0.0	0.0
031f8bd8781eda83ecc99fa8a39eabcc	0.0	62.0	0.0	0.0	0.0
0322cce53cf6378c209b83e93c541fbb	0.0	8.0	0.0	0.0	0.0
032423c0ebce4e705749e91302344561	8.0	0.0	0.0	0.0	0.0
0326166f44ed2d85c7fcfe538d1bea4f	101.0	0.0	0.0	0.0	0.0
03262aeda7247cbbc4a11795310252cc	0.0	87.0	0.0	0.0	0.0
0326a1544ce49e0ad787b4d83ca25425	0.0	22.0	0.0	0.0	0.0
032bbda38b7c0c0f352dd2fe952bfb93	11.0	0.0	0.0	0.0	0.0
0330a71935c80c77848bb1f61262006e	0.0	468.0	0.0	0.0	0.0
